"","date","open","high","low","close","volume","adjusted"
"50",2016-08-10,807.05,810.88,806.49,808.48999,918500,808.48999
"51",2016-08-11,810.47,813.88,806,808.200012,1281200,808.200012
"52",2016-08-12,805.09,807.19,803.64,807.049988,897300,807.049988
"53",2016-08-15,807.21,811.36,804.03,805.960022,929800,805.960022
"54",2016-08-16,803.5,804.26,797,801.190002,1057900,801.190002
"55",2016-08-17,800,805.63,796.3,805.419983,1066100,805.419983
"56",2016-08-18,805.36,808,801.63,802.75,864600,802.75
"57",2016-08-19,799.79,801.23,796.88,799.650024,1120800,799.650024
"58",2016-08-22,798.51,799.3,794.33,796.950012,852800,796.950012
"59",2016-08-23,800.48,801,795.99,796.590027,917500,796.590027
"60",2016-08-24,796.86,798.46,790.76,793.599976,1283600,793.599976
"61",2016-08-25,792,794.72,787.23,791.299988,1202700,791.299988
"62",2016-08-26,792.49,799.4,789.41,793.219971,1248900,793.219971
"63",2016-08-29,793.05,798.52,790.32,795.820007,766500,795.820007
"64",2016-08-30,792.88,798,789.47,791.919983,1167400,791.919983
"65",2016-08-31,789.6,791.57,787.2,789.849976,1071400,789.849976
"66",2016-09-01,791.98,792.89,786.33,791.400024,1303500,791.400024
"67",2016-09-02,795.27,797.1,793.26,796.869995,1349900,796.869995
"68",2016-09-06,798.39,810.89,795.43,808.02002,1989500,808.02002
"69",2016-09-07,807.93,810.6,803.72,807.98999,1145300,807.98999
"70",2016-09-08,805.22,808.42,801.01,802.840027,1175200,802.840027
"71",2016-09-09,798.77,801.75,788.05,788.47998,1887600,788.47998
"72",2016-09-12,784.52,800.17,783.5,798.820007,1863700,798.820007
"73",2016-09-13,794.01,795.79,784.33,788.719971,1809000,788.719971
"74",2016-09-14,787.53,796.33,787.53,790.460022,1292100,790.460022
"75",2016-09-15,790.01,803.65,788.66,801.22998,1557200,801.22998
"76",2016-09-16,799.02,799.02,793.62,797.969971,2130600,797.969971
"77",2016-09-19,801.11,803.99,793.56,795.390015,1146700,795.390015
"78",2016-09-20,800,802.75,798.26,799.780029,1049200,799.780029
"79",2016-09-21,801.26,805.91,796.03,805.030029,1348500,805.030029
"80",2016-09-22,810,819.06,807.71,815.950012,1759300,815.950012
"81",2016-09-23,815.14,817,812.73,814.960022,1411700,814.960022
"82",2016-09-26,809.82,810.08,800.45,802.650024,1472700,802.650024
"83",2016-09-27,801.83,813.49,801.83,810.72998,1367300,810.72998
"84",2016-09-28,804.08,810.25,802.78,810.059998,1470300,810.059998
"85",2016-09-29,807.23,813.91,800.86,802.640015,1350000,802.640015
"86",2016-09-30,803.6,808.09,801.5,804.059998,1660200,804.059998
"87",2016-10-03,802.55,803.54,796.23,800.380005,1489200,800.380005
"88",2016-10-04,805,806.5,799.67,802.789978,1258700,802.789978
"89",2016-10-05,806,808.5,800.71,801.22998,1213800,801.22998
"90",2016-10-06,804.08,806.95,800.51,803.080017,1099900,803.080017
"91",2016-10-07,805.93,805.94,796.82,800.710022,1163100,800.710022
"92",2016-10-10,803.93,817.38,802.24,814.169983,1488500,814.169983
"93",2016-10-11,814.17,819.86,807.37,809.570007,1721600,809.570007
"94",2016-10-12,811.96,814.5,808.55,811.77002,907900,811.77002
"95",2016-10-13,806.07,806.56,798.62,804.080017,1369000,804.080017
"96",2016-10-14,807.45,810.09,802.32,804.599976,1111900,804.599976
"97",2016-10-17,805.99,813.49,803.83,806.840027,1056400,806.840027
"98",2016-10-18,814.21,828.81,813.33,821.48999,2273700,821.48999
"99",2016-10-19,822.88,829.8,822.88,826.840027,1500100,826.840027
"100",2016-10-20,827.56,828.47,820.55,821.630005,1393900,821.630005
"101",2016-10-21,820,824.29,818.31,824.059998,1615800,824.059998
"102",2016-10-24,830.09,837.94,829.04,835.73999,1447600,835.73999
"103",2016-10-25,838.5,838.5,825.3,828.549988,1890700,828.549988
"104",2016-10-26,827.12,827.71,816.35,822.099976,1794900,822.099976
"105",2016-10-27,823.01,826.58,814.61,817.349976,2973500,817.349976
"106",2016-10-28,829.94,839,817,819.559998,4354900,819.559998
"107",2016-10-31,822.43,822.63,808,809.900024,2242700,809.900024
"108",2016-11-01,810.87,813.96,798.26,805.47998,2355900,805.47998
"109",2016-11-02,806.76,806.76,785,788.419983,2350700,788.419983
"110",2016-11-03,784.5,790,778.63,782.190002,2175200,782.190002
"111",2016-11-04,771.3,788.48,771,781.099976,1970600,781.099976
"112",2016-11-07,794.95,805,792.9,802.030029,1992600,802.030029
"113",2016-11-08,802.03,816.04,799.62,811.97998,1754700,811.97998
"114",2016-11-09,801.83,811.71,792.04,805.590027,3098500,805.590027
"115",2016-11-10,810,810.06,768.23,780.289978,5909600,780.289978
"116",2016-11-11,776.81,777.29,765.54,771.75,3592600,771.75
"117",2016-11-14,771.76,771.78,743.59,753.219971,3672000,753.219971
"118",2016-11-15,765.47,780.24,765.22,775.159973,2943900,775.159973
"119",2016-11-16,770.42,783.5,766.33,779.97998,1794300,779.97998
"120",2016-11-17,782.5,788.9,779.85,786.159973,1533700,786.159973
"121",2016-11-18,787.17,791.29,775.35,775.969971,1806300,775.969971
"122",2016-11-21,778.1,786.55,776.3,784.799988,1630800,784.799988
"123",2016-11-22,788.99,793.77,783.74,785,1394200,785
"124",2016-11-23,789.52,789.52,772.65,779,1310500,779
"125",2016-11-25,782.61,782.9,778.19,780.22998,613500,780.22998
"126",2016-11-28,778.35,799.74,778.1,785.789978,2575400,785.789978
"127",2016-11-29,788.38,796.44,785.34,789.440002,1562000,789.440002
"128",2016-11-30,789.1,791.51,773.15,775.880005,2279100,775.880005
"129",2016-12-01,778.55,778.6,753.36,764.330017,2867100,764.330017
"130",2016-12-02,761.9,770.5,759,764.460022,1718800,764.460022
"131",2016-12-05,770,780,766.97,778.219971,1688500,778.219971
"132",2016-12-06,780.19,785.28,773.32,776.179993,1734100,776.179993
"133",2016-12-07,779.95,792,773.53,791.469971,2029400,791.469971
"134",2016-12-08,792.95,799,787.91,795.169983,1612500,795.169983
"135",2016-12-09,799.3,809.95,798.05,809.450012,1904500,809.450012
"136",2016-12-12,804.82,811.35,804.53,807.900024,1628600,807.900024
"137",2016-12-13,812.39,824.3,811.94,815.340027,2128200,815.340027
"138",2016-12-14,815.92,824.26,812.78,817.890015,1799700,817.890015
"139",2016-12-15,817.36,823,812,815.650024,1769700,815.650024
"140",2016-12-16,818.31,819.2,808.12,809.840027,2589100,809.840027
"141",2016-12-19,809.28,816.22,804.5,812.5,1263600,812.5
"142",2016-12-20,813.37,816.49,811,815.200012,1271900,815.200012
"143",2016-12-21,815.72,815.72,805.1,812.200012,1459600,812.200012
"144",2016-12-22,809.1,811.07,806.03,809.679993,1131600,809.679993
"145",2016-12-23,808.01,810.97,805.11,807.799988,764100,807.799988
"146",2016-12-27,808.68,816,805.8,809.929993,976000,809.929993
"147",2016-12-28,813.33,813.33,802.44,804.570007,1214800,804.570007
"148",2016-12-29,802.33,805.75,798.14,802.880005,1056500,802.880005
"149",2016-12-30,803.21,803.29,789.62,792.450012,1735900,792.450012
"150",2017-01-03,800.62,811.44,796.89,808.01001,1959000,808.01001
"151",2017-01-04,809.89,813.43,804.11,807.77002,1515300,807.77002
"152",2017-01-05,807.5,813.74,805.92,813.02002,1340500,813.02002
"153",2017-01-06,814.99,828.96,811.5,825.210022,2017100,825.210022
"154",2017-01-09,826.37,830.43,821.62,827.179993,1406800,827.179993
"155",2017-01-10,827.07,829.41,823.14,826.01001,1197400,826.01001
"156",2017-01-11,826.62,829.9,821.47,829.859985,1325400,829.859985
"157",2017-01-12,828.38,830.38,821.01,829.530029,1349500,829.530029
"158",2017-01-13,831,834.65,829.52,830.940002,1290200,830.940002
"159",2017-01-17,830,830.18,823.2,827.460022,1439700,827.460022
"160",2017-01-18,829.8,829.81,824.08,829.02002,1027700,829.02002
"161",2017-01-19,829,833,823.96,824.369995,1070500,824.369995
"162",2017-01-20,829.09,829.24,824.6,828.169983,1306200,828.169983
"163",2017-01-23,831.61,845.54,828.7,844.429993,2457400,844.429993
"164",2017-01-24,846.98,851.52,842.28,849.530029,1688400,849.530029
"165",2017-01-25,853.55,858.79,849.74,858.450012,1655400,858.450012
"166",2017-01-26,859.05,861,850.52,856.97998,3493300,856.97998
"167",2017-01-27,859,867,841.9,845.030029,3752500,845.030029
"168",2017-01-30,837.06,837.23,821.03,823.830017,3516900,823.830017
"169",2017-01-31,819.5,823.07,813.4,820.190002,2020200,820.190002
"170",2017-02-01,824,824,812.25,815.23999,2251000,815.23999
"171",2017-02-02,815,824.56,812.05,818.26001,1689200,818.26001
"172",2017-02-03,823.13,826.13,819.35,820.130005,1528100,820.130005
"173",2017-02-06,820.92,822.39,814.29,821.619995,1350900,821.619995
"174",2017-02-07,825.5,831.92,823.29,829.22998,1666600,829.22998
"175",2017-02-08,830.53,834.25,825.11,829.880005,1302200,829.880005
"176",2017-02-09,831.73,831.98,826.5,830.059998,1194200,830.059998
"177",2017-02-10,832.95,837.15,830.51,834.849976,1415100,834.849976
"178",2017-02-13,837.7,841.74,836.25,838.960022,1295700,838.960022
"179",2017-02-14,839.77,842,835.83,840.030029,1296300,840.030029
"180",2017-02-15,838.81,841.77,836.22,837.320007,1357200,837.320007
"181",2017-02-16,838.5,842.69,837.26,842.169983,1005100,842.169983
"182",2017-02-17,841.31,846.94,839.78,846.549988,1461200,846.549988
"183",2017-02-21,847.99,852.2,846.55,849.27002,1260300,849.27002
"184",2017-02-22,848,853.79,846.71,851.359985,1224400,851.359985
"185",2017-02-23,851.08,852.62,842.5,851,1386700,851
"186",2017-02-24,847.65,848.36,842.96,847.809998,1346200,847.809998
"187",2017-02-27,844.95,850.67,843.01,849.669983,1010300,849.669983
"188",2017-02-28,847.35,848.83,841.44,844.929993,1383100,844.929993
"189",2017-03-01,851.38,858,849.02,856.75,1818700,856.75
"190",2017-03-02,856.31,856.49,848.72,849.849976,1250900,849.849976
"191",2017-03-03,848.94,850.82,844.71,849.080017,1005000,849.080017
"192",2017-03-06,846.86,848.94,841.17,847.27002,1047900,847.27002
"193",2017-03-07,847.26,853.33,845.52,851.150024,1038700,851.150024
"194",2017-03-08,853.12,856.93,851.25,853.640015,1028800,853.640015
"195",2017-03-09,853.69,860.71,852.67,857.840027,1347700,857.840027
"196",2017-03-10,862.7,864.23,857.61,861.409973,1336600,861.409973
"197",2017-03-13,860.83,867.13,860.82,864.580017,1166600,864.580017
"198",2017-03-14,863.75,867.58,860.13,865.909973,1061700,865.909973
"199",2017-03-15,867.94,869.88,861.3,868.390015,1332900,868.390015
"200",2017-03-16,870.53,872.71,867.52,870,1104500,870
"201",2017-03-17,873.68,874.42,868.37,872.369995,1868300,872.369995
"202",2017-03-20,869.48,870.34,864.67,867.909973,1542200,867.909973
"203",2017-03-21,870.06,873.47,847.69,850.140015,2538000,850.140015
"204",2017-03-22,849.48,855.35,847,849.799988,1366700,849.799988
"205",2017-03-23,841.39,841.69,833,839.650024,3287700,839.650024
"206",2017-03-24,842,844,829.1,835.140015,2105700,835.140015
"207",2017-03-27,828.09,841.38,824.3,838.51001,1934600,838.51001
"208",2017-03-28,839.69,845.4,832.27,840.630005,1519200,840.630005
"209",2017-03-29,842.75,851.59,841.38,849.869995,1457300,849.869995
"210",2017-03-30,851.98,852,846.77,849.47998,949400,849.47998
"211",2017-03-31,846.83,849.56,845.24,847.799988,1441000,847.799988
"212",2017-04-03,848.75,859,847.53,856.75,1969400,856.75
"213",2017-04-04,848,853,847.51,852.570007,1348500,852.570007
"214",2017-04-05,854.71,860.59,847.52,848.909973,1855200,848.909973
"215",2017-04-06,849.5,853.59,844,845.099976,1533600,845.099976
"216",2017-04-07,845,845.88,837.3,842.099976,1111600,842.099976
"217",2017-04-10,841.54,846.74,840.79,841.700012,1046200,841.700012
"218",2017-04-11,841.7,844.63,834.6,839.880005,974300,839.880005
"219",2017-04-12,838.46,843.72,837.59,841.460022,1135800,841.460022
"220",2017-04-13,841.04,843.73,837.85,840.179993,1073700,840.179993
"221",2017-04-17,841.38,855.64,841.03,855.130005,1049100,855.130005
"222",2017-04-18,852.54,857.39,851.25,853.98999,936200,853.98999
"223",2017-04-19,857.39,860.2,853.53,856.51001,1080300,856.51001
"224",2017-04-20,859.74,863.93,857.5,860.080017,1188800,860.080017
"225",2017-04-21,860.62,862.44,857.73,858.950012,1172900,858.950012
"226",2017-04-24,868.44,879.96,866.11,878.929993,1696500,878.929993
"227",2017-04-25,882.26,892.25,879.28,888.840027,2038000,888.840027
"228",2017-04-26,891.39,892.99,885.15,889.140015,1323300,889.140015
"229",2017-04-27,890,893.38,887.18,891.440002,2342300,891.440002
"230",2017-04-28,929,935.9,923.22,924.52002,3797800,924.52002
"231",2017-05-01,924.15,935.82,920.8,932.820007,2327800,932.820007
"232",2017-05-02,933.27,942.99,931,937.090027,1751300,937.090027
"233",2017-05-03,936.05,950.2,935.21,948.450012,1824800,948.450012
"234",2017-05-04,950.29,959.14,947.37,954.719971,1937600,954.719971
"235",2017-05-05,956.72,958.44,948.1,950.280029,1615500,950.280029
"236",2017-05-08,947.45,960.99,947.4,958.690002,1876700,958.690002
"237",2017-05-09,961.33,962.2,954.4,956.710022,1687900,956.710022
"238",2017-05-10,956.22,956.71,949.84,954.840027,1146000,954.840027
"239",2017-05-11,951.29,957.99,948.61,955.890015,1031100,955.890015
"240",2017-05-12,957.85,957.98,952.06,955.140015,1214900,955.140015
"241",2017-05-15,955.29,962.7,952.82,959.219971,1337700,959.219971
"242",2017-05-16,963.55,965.9,960.35,964.609985,1101500,964.609985
"243",2017-05-17,959.7,960.99,940.06,942.169983,2449100,942.169983
"244",2017-05-18,943.2,954.18,941.27,950.5,1800500,950.5
"245",2017-05-19,952.82,959.56,952,954.650024,1360300,954.650024
"246",2017-05-22,957,964.82,956.56,964.070007,1387400,964.070007
"247",2017-05-23,969.96,974.51,964.5,970.549988,1545400,970.549988
"248",2017-05-24,975.26,978.12,971.63,977.609985,1133000,977.609985
"249",2017-05-25,979,995.78,977.82,991.859985,1954100,991.859985
"250",2017-05-26,992,996.39,987.36,993.27002,1636400,993.27002
"251",2017-05-30,992.5,997.62,991.36,996.169983,1516200,996.169983
"252",2017-05-31,996.21,999.6,981.68,987.090027,1724100,987.090027
"253",2017-06-01,990.96,993.14,981.29,988.289978,1306400,988.289978
"254",2017-06-02,988.59,996.48,987.07,996.119995,1735500,996.119995
"255",2017-06-05,997.89,1007.4,995.45,1003.880005,1378900,1003.880005
"256",2017-06-06,1003.31,1008.61,994.8,996.679993,1552100,996.679993
"257",2017-06-07,999.09,1003.91,995.87,1001.5,1374100,1001.5
"258",2017-06-08,1004.23,1005.6,996.62,1004.280029,1679900,1004.280029
"259",2017-06-09,1005.49,1005.5,953.37,970.119995,3647900,970.119995
"260",2017-06-12,958.72,968,936.8,961.809998,4202100,961.809998
"261",2017-06-13,972.04,977.91,962.01,970.5,2005400,970.5
"262",2017-06-14,975.5,979.7,959.51,967.929993,1505500,967.929993
"263",2017-06-15,948.02,960.68,940.37,960.179993,2427600,960.179993
"264",2017-06-16,957.91,959.95,948.7,958.619995,2559200,958.619995
"265",2017-06-19,969.65,979.3,968.2,975.219971,1468800,975.219971
"266",2017-06-20,975.31,980.79,968.2,968.98999,1297300,968.98999
"267",2017-06-21,970.79,979.55,969.45,978.590027,1161600,978.590027
"268",2017-06-22,976.87,980.5,973.31,976.619995,1009500,976.619995
"269",2017-06-23,975.5,986.62,974.46,986.090027,1564000,986.090027
"270",2017-06-26,990,993.99,970.33,972.090027,1517900,972.090027
"271",2017-06-27,961.6,967.22,947.09,948.090027,2443600,948.090027
"272",2017-06-28,950.66,963.24,936.16,961.01001,2745600,961.01001
"273",2017-06-29,951.35,951.66,929.6,937.820007,3206700,937.820007
"274",2017-06-30,943.99,945,929.61,929.679993,2287700,929.679993
"275",2017-07-03,933.22,934.24,915.31,919.460022,1694800,919.460022
"276",2017-07-05,924.2,936.29,918.63,932.26001,2094100,932.26001
"277",2017-07-06,925,936.14,919.85,927.690002,2014900,927.690002
"278",2017-07-07,930.99,944.66,929.79,940.809998,1663300,940.809998
"279",2017-07-10,941.95,953.13,941.95,951,1451500,951
"280",2017-07-11,950.52,954.89,945.12,953.530029,1461200,953.530029
"281",2017-07-12,960.86,969.63,957.04,967.659973,1602100,967.659973
"282",2017-07-13,970.8,978.7,964.8,968.849976,1524600,968.849976
"283",2017-07-14,974,977.54,970.15,976.909973,1079600,976.909973
"284",2017-07-17,976.32,983.35,970.8,975.960022,1660500,975.960022
"285",2017-07-18,973.36,990.85,972.04,986.950012,1413300,986.950012
"286",2017-07-19,990.01,995.6,987.01,992.77002,1412100,992.77002
"287",2017-07-20,997,998.68,984.62,992.190002,1418400,992.190002
"288",2017-07-21,989,995.11,984.17,993.840027,1463300,993.840027
"289",2017-07-24,994.1,1006.19,990.27,998.309998,3984500,998.309998
"290",2017-07-25,970.7,976.73,963.8,969.030029,5933600,969.030029
"291",2017-07-26,972.78,973.95,960.23,965.309998,2221600,965.309998
"292",2017-07-27,969.18,969.52,937.06,952.51001,3717900,952.51001
"293",2017-07-28,947.99,961.79,945.31,958.330017,1813800,958.330017
"294",2017-07-31,960,961.19,941.73,945.5,2283500,945.5
"295",2017-08-01,947.81,954.49,944.96,946.559998,1402600,946.559998
"296",2017-08-02,948.37,949.1,932.52,947.640015,2039400,947.640015
"297",2017-08-03,949.1,950,939.44,940.299988,1123900,940.299988
"298",2017-08-04,943.95,947.54,939.8,945.789978,1254600,945.789978
"299",2017-08-07,947.52,948.96,943.5,945.75,1445800,945.75
"300",2017-08-08,944.29,952.49,942.48,944.190002,1505100,944.190002
"301",2017-08-09,938.45,943.76,933.92,940.080017,1400900,940.080017
"302",2017-08-10,935,936.3,921.78,923.590027,2707400,923.590027
"303",2017-08-11,923.71,933.36,921.22,930.090027,1616700,930.090027
"304",2017-08-14,939.07,941.04,934.49,938.929993,1148500,938.929993
"305",2017-08-15,941.03,943.07,936.64,938.080017,1106500,938.080017
"306",2017-08-16,941.25,949.9,940.04,944.27002,1345300,944.27002
"307",2017-08-17,942.95,943.81,927.64,927.659973,1695700,927.659973
"308",2017-08-18,926.98,931.02,923.45,926.179993,1337400,926.179993
"309",2017-08-21,925.77,928.25,918.6,920.869995,1301200,920.869995
"310",2017-08-22,926.96,941.96,926.17,940.400024,1775100,940.400024
"311",2017-08-23,937,945.43,935.24,942.580017,1134500,942.580017
"312",2017-08-24,943.71,946.31,930.74,936.890015,1294600,936.890015
"313",2017-08-25,939.21,940.73,930.1,930.5,1187300,930.5
"314",2017-08-28,931.88,934.85,926.11,928.130005,1049400,928.130005
"315",2017-08-29,919.95,938.19,919.31,935.75,1158600,935.75
"316",2017-08-30,935.67,945.86,934.05,943.630005,1120300,943.630005
"317",2017-08-31,946.3,957.2,946.25,955.23999,1693300,955.23999
"318",2017-09-01,957.47,958.33,950.28,951.98999,1042900,951.98999
"319",2017-09-05,946.86,951.39,935.6,941.47998,1457400,941.47998
"320",2017-09-06,943.87,944.5,932.68,942.02002,1391500,942.02002
"321",2017-09-07,944.25,950.5,937.53,949.890015,1116600,949.890015
"322",2017-09-08,949.7,950.7,940.01,941.409973,999900,941.409973
"323",2017-09-11,947.2,952.68,941,943.289978,1337400,943.289978
"324",2017-09-12,946.92,948.09,937.5,946.650024,1284800,946.650024
"325",2017-09-13,945.5,952.85,944.74,950.440002,1095400,950.440002
"326",2017-09-14,946,948.03,938.36,940.130005,1427400,940.130005
"327",2017-09-15,940.09,941.75,931.25,935.289978,1994300,935.289978
"328",2017-09-18,935.01,936.86,925.4,929.75,1473700,929.75
"329",2017-09-19,933.41,937.94,926.66,936.859985,1242700,936.859985
"330",2017-09-20,937.73,950,937.5,947.539978,2004000,947.539978
"331",2017-09-21,948.13,952.8,939.38,947.549988,1370700,947.549988
"332",2017-09-22,942.77,950,940.84,943.26001,1074800,943.26001
"333",2017-09-25,939.45,939.75,924.51,934.280029,1873400,934.280029
"334",2017-09-26,936.69,944.08,935.12,937.429993,1672700,937.429993
"335",2017-09-27,942.74,965.43,941.95,959.900024,2334600,959.900024
"336",2017-09-28,956.25,966.18,955.55,964.809998,1400900,964.809998
"337",2017-09-29,966,975.81,966,973.719971,2031100,973.719971
"338",2017-10-02,975.65,977.74,961.95,967.469971,1539100,967.469971
"339",2017-10-03,967.56,972.44,962.71,972.080017,1083300,972.080017
"340",2017-10-04,971.76,974.4,965.61,966.780029,1057800,966.780029
"341",2017-10-05,972.79,986.51,970.27,985.190002,1780900,985.190002
"342",2017-10-06,980,994.26,978.51,993.640015,1553000,993.640015
"343",2017-10-09,995,1000.46,991.5,992.309998,1295500,992.309998
"344",2017-10-10,995.3,997.47,981.11,987.799988,1163400,987.799988
"345",2017-10-11,989.04,1007.57,987.94,1005.650024,1815000,1005.650024
"346",2017-10-12,1003.84,1011.54,1001.1,1005.650024,1530700,1005.650024
"347",2017-10-13,1009.11,1014.76,1007.06,1007.869995,1327600,1007.869995
"348",2017-10-16,1009.63,1012,1001.52,1009.349976,1071000,1009.349976
"349",2017-10-17,1007.44,1014.56,1006.05,1011,1013000,1011
"350",2017-10-18,1011.05,1016.31,1005.32,1012.73999,1279800,1012.73999
"351",2017-10-19,1004.75,1007.32,997.3,1001.840027,1714200,1001.840027
"352",2017-10-20,1007.05,1008.65,1002.27,1005.070007,1606000,1005.070007
"353",2017-10-23,1005.18,1005.79,983.1,985.539978,1639300,985.539978
"354",2017-10-24,986.5,989.26,977.08,988.48999,1445100,988.48999
"355",2017-10-25,986.27,994.43,977.72,991.460022,1528700,991.460022
"356",2017-10-26,998.47,1006.51,990.47,991.419983,2369800,991.419983
"357",2017-10-27,1030.99,1063.62,1026.85,1033.670044,5184100,1033.670044
"358",2017-10-30,1029.16,1039.83,1022.33,1033.130005,2340200,1033.130005
"359",2017-10-31,1033,1041,1026.3,1033.040039,1516300,1033.040039
"360",2017-11-01,1036.32,1047.86,1034,1042.599976,2163100,1042.599976
"361",2017-11-02,1039.99,1045.52,1028.66,1042.969971,1334700,1042.969971
"362",2017-11-03,1042.75,1050.66,1037.65,1049.98999,1388500,1049.98999
"363",2017-11-06,1049.1,1052.59,1042,1042.680054,914700,1042.680054
"364",2017-11-07,1049.65,1053.41,1043,1052.390015,1305200,1052.390015
"365",2017-11-08,1050.05,1062.69,1047.05,1058.290039,1213800,1058.290039
